Date;Country;AreaCode;Area;TotalCases
08/04/2020;England;E06000020;Telford and Wrekin;122
08/04/2020;England;E06000034;Thurrock;182
08/04/2020;England;E06000027;Torbay;72
08/04/2020;England;E09000030;Tower Hamlets;446
08/04/2020;England;E08000009;Trafford;333
08/04/2020;England;E08000036;Wakefield;280
08/04/2020;England;E08000030;Walsall;511
08/04/2020;England;E09000031;Waltham Forest;485
08/04/2020;England;E09000032;Wandsworth;690
08/04/2020;England;E06000007;Warrington;285
08/04/2020;England;E10000031;Warwickshire;591
08/04/2020;England;E06000037;West Berkshire;143
08/04/2020;England;E10000032;West Sussex;569
08/04/2020;England;E09000033;Westminster;461
08/04/2020;England;E08000010;Wigan;303
08/04/2020;England;E06000054;Wiltshire;213
08/04/2020;England;E06000040;Windsor and Maidenhead;134
08/04/2020;England;E08000015;Wirral;481
08/04/2020;England;E06000041;Wokingham;159
08/04/2020;England;E08000031;Wolverhampton;405
08/04/2020;England;E10000034;Worcestershire;582
08/04/2020;England;E06000014;York;111
08/04/2020;Northern Ireland;N09000001;Antrim and Newtownabbey;81
08/04/2020;Northern Ireland;N09000011;North Down and Ards;110
08/04/2020;Northern Ireland;N09000002;Armagh, Banbridge and Craigavon;135
08/04/2020;Northern Ireland;N09000003;Belfast;429
08/04/2020;Northern Ireland;N09000004;Causeway Coast and Glens;35
08/04/2020;Northern Ireland;N09000005;Derry and Strabane;52
08/04/2020;Northern Ireland;N09000006;Fermanagh and Omagh;43
08/04/2020;Northern Ireland;N09000007;Lisburn and Castlereagh;150
08/04/2020;Northern Ireland;N09000008;Mid and East Antrim;70
08/04/2020;Northern Ireland;N09000009;Mid Ulster;47
08/04/2020;Northern Ireland;N09000010;Newry, Mourne and Down;82
08/04/2020;Northern Ireland;;Unknown;105
08/04/2020;Scotland;S08000015;Ayrshire and Arran;312
08/04/2020;Scotland;S08000016;Borders;160
08/04/2020;Scotland;S08000017;Dumfries and Galloway;155
08/04/2020;Scotland;S08000029;Fife;255
08/04/2020;Scotland;S08000019;Forth Valley;259
08/04/2020;Scotland;S08000020;Grampian;223
08/04/2020;Scotland;S08000031;Greater Glasgow and Clyde;1166
08/04/2020;Scotland;S08000022;Highland;122
08/04/2020;Scotland;S08000032;Lanarkshire;575
08/04/2020;Scotland;S08000024;Lothian;700
08/04/2020;Scotland;S08000025;Orkney;
08/04/2020;Scotland;S08000026;Shetland;43
08/04/2020;Scotland;S08000030;Tayside;586
08/04/2020;Scotland;S08000028;Western Isles;
08/04/2020;Wales;W11000028;Aneurin Bevan;1395
08/04/2020;Wales;W11000023;Betsi Cadwaladr;383
08/04/2020;Wales;W11000029;Cardiff and Vale;1199
08/04/2020;Wales;W11000030;Cwm Taf;799
08/04/2020;Wales;W11000025;Hywel Dda;350
08/04/2020;Wales;;Outside Wales;46
08/04/2020;Wales;W11000024;Powys;73
08/04/2020;Wales;W11000031;Swansea Bay;678
08/04/2020;Wales;;Unknown;42
09/04/2020;England;E09000002;Barking and Dagenham;309
09/04/2020;England;E09000003;Barnet;930
09/04/2020;England;E08000016;Barnsley;311
09/04/2020;England;E06000022;Bath and North East Somerset;108
09/04/2020;England;E06000055;Bedford;217
09/04/2020;England;E09000004;Bexley;407
09/04/2020;England;E08000025;Birmingham;1801
09/04/2020;England;E06000008;Blackburn with Darwen;146
09/04/2020;England;E06000009;Blackpool;132
09/04/2020;England;E08000001;Bolton;360
09/04/2020;England;E06000058;Bournemouth, Christchurch and Poole;204
09/04/2020;England;E06000036;Bracknell Forest;108
09/04/2020;England;E08000032;Bradford;394
09/04/2020;England;E09000005;Brent;979
09/04/2020;England;E06000043;Brighton and Hove;214
09/04/2020;England;E06000023;Bristol, City of;306
09/04/2020;England;E09000006;Bromley;730
09/04/2020;England;E10000002;Buckinghamshire;473
09/04/2020;England;E08000002;Bury;269
09/04/2020;England;E08000033;Calderdale;130
09/04/2020;England;E10000003;Cambridgeshire;400
09/04/2020;England;E09000007;Camden;422
09/04/2020;England;E06000056;Central Bedfordshire;271
09/04/2020;England;E06000049;Cheshire East;380
09/04/2020;England;E06000050;Cheshire West and Chester;396
09/04/2020;England;E06000052;Cornwall and Isles of Scilly;274
09/04/2020;England;E06000047;County Durham;592
09/04/2020;England;E08000026;Coventry;387
09/04/2020;England;E09000008;Croydon;960
09/04/2020;England;E10000006;Cumbria;1198
09/04/2020;England;E06000005;Darlington;121
09/04/2020;England;E06000015;Derby;341
09/04/2020;England;E10000007;Derbyshire;710
09/04/2020;England;E10000008;Devon;344
09/04/2020;England;E08000017;Doncaster;227
09/04/2020;England;E06000059;Dorset;189
09/04/2020;England;E08000027;Dudley;413
09/04/2020;England;E09000009;Ealing;699
09/04/2020;England;E06000011;East Riding of Yorkshire;200
09/04/2020;England;E10000011;East Sussex;319
09/04/2020;England;E09000010;Enfield;528
09/04/2020;England;E10000012;Essex;1483
09/04/2020;England;E08000037;Gateshead;394
09/04/2020;England;E10000013;Gloucestershire;599
09/04/2020;England;E09000011;Greenwich;453
09/04/2020;England;E09000012;Hackney;475
09/04/2020;England;E06000006;Halton;188
09/04/2020;England;E09000013;Hammersmith and Fulham;372
09/04/2020;England;E10000014;Hampshire;1550
09/04/2020;England;E09000014;Haringey;414
09/04/2020;England;E09000015;Harrow;628
09/04/2020;England;E06000001;Hartlepool;75
09/04/2020;England;E09000016;Havering;419
09/04/2020;England;E06000019;Herefordshire, County of;95
09/04/2020;England;E10000015;Hertfordshire;1414
09/04/2020;England;E09000017;Hillingdon;490
09/04/2020;England;E09000018;Hounslow;464
09/04/2020;England;E06000046;Isle of Wight;46
09/04/2020;England;E09000019;Islington;326
09/04/2020;England;E09000020;Kensington and Chelsea;358
09/04/2020;England;E10000016;Kent;1539
09/04/2020;England;E06000010;Kingston upon Hull, City of;105
09/04/2020;England;E09000021;Kingston upon Thames;288
09/04/2020;England;E08000034;Kirklees;310
09/04/2020;England;E08000011;Knowsley;281
09/04/2020;England;E09000022;Lambeth;871
09/04/2020;England;E10000017;Lancashire;1471
09/04/2020;England;E08000035;Leeds;586
09/04/2020;England;E06000016;Leicester;351
09/04/2020;England;E10000018;Leicestershire;496
09/04/2020;England;E09000023;Lewisham;675
09/04/2020;England;E10000019;Lincolnshire;425
09/04/2020;England;E08000012;Liverpool;859
09/04/2020;England;E06000032;Luton;358
09/04/2020;England;E08000003;Manchester;643
09/04/2020;England;E06000035;Medway;360
09/04/2020;England;E09000024;Merton;477
09/04/2020;England;E06000002;Middlesbrough;255
09/04/2020;England;E06000042;Milton Keynes;280
09/04/2020;England;E08000021;Newcastle upon Tyne;542
09/04/2020;England;E09000025;Newham;719
09/04/2020;England;E10000020;Norfolk;595
09/04/2020;England;E06000012;North East Lincolnshire;69
09/04/2020;England;E06000013;North Lincolnshire;101
09/04/2020;England;E06000024;North Somerset;114
09/04/2020;England;E08000022;North Tyneside;293
09/04/2020;England;E10000023;North Yorkshire;434
09/04/2020;England;E10000021;Northamptonshire;680
09/04/2020;England;E06000057;Northumberland;358
09/04/2020;England;E06000018;Nottingham;281
09/04/2020;England;E10000024;Nottinghamshire;646
09/04/2020;England;E08000004;Oldham;386
09/04/2020;England;E10000025;Oxfordshire;838
09/04/2020;England;E06000031;Peterborough;105
09/04/2020;England;E06000026;Plymouth;129
09/04/2020;England;E06000044;Portsmouth;161
09/04/2020;England;E06000038;Reading;183
09/04/2020;England;E09000026;Redbridge;489
09/04/2020;England;E06000003;Redcar and Cleveland;149
09/04/2020;England;E09000027;Richmond upon Thames;272
09/04/2020;England;E08000005;Rochdale;299
09/04/2020;England;E08000018;Rotherham;328
09/04/2020;England;E08000006;Salford;381
09/04/2020;England;E08000028;Sandwell;530
09/04/2020;England;E08000014;Sefton;463
09/04/2020;England;E08000019;Sheffield;1248
09/04/2020;England;E06000051;Shropshire;230
09/04/2020;England;E06000039;Slough;216
09/04/2020;England;E08000029;Solihull;325
09/04/2020;England;E10000027;Somerset;189
09/04/2020;England;E06000025;South Gloucestershire;206
09/04/2020;England;E08000023;South Tyneside;200
09/04/2020;England;E06000045;Southampton;248
09/04/2020;England;E06000033;Southend-on-Sea;205
09/04/2020;England;E09000028;Southwark;915
09/04/2020;England;E08000013;St. Helens;359
09/04/2020;England;E10000028;Staffordshire;854
09/04/2020;England;E08000007;Stockport;440
09/04/2020;England;E06000004;Stockton-on-Tees;193
09/04/2020;England;E06000021;Stoke-on-Trent;165
09/04/2020;England;E10000029;Suffolk;442
09/04/2020;England;E08000024;Sunderland;594
09/04/2020;England;E10000030;Surrey;1469
09/04/2020;England;E09000029;Sutton;418
09/04/2020;England;E06000030;Swindon;155
09/04/2020;England;E08000008;Tameside;269
09/04/2020;England;E06000020;Telford and Wrekin;124
09/04/2020;England;E06000034;Thurrock;187
09/04/2020;England;E06000027;Torbay;93
09/04/2020;England;E09000030;Tower Hamlets;461
09/04/2020;England;E08000009;Trafford;352
09/04/2020;England;E08000036;Wakefield;293
09/04/2020;England;E08000030;Walsall;543
09/04/2020;England;E09000031;Waltham Forest;509
09/04/2020;England;E09000032;Wandsworth;714
09/04/2020;England;E06000007;Warrington;307
09/04/2020;England;E10000031;Warwickshire;631
09/04/2020;England;E06000037;West Berkshire;145
09/04/2020;England;E10000032;West Sussex;607
09/04/2020;England;E09000033;Westminster;479
09/04/2020;England;E08000010;Wigan;334
09/04/2020;England;E06000054;Wiltshire;229
09/04/2020;England;E06000040;Windsor and Maidenhead;144
09/04/2020;England;E08000015;Wirral;521
09/04/2020;England;E06000041;Wokingham;164
09/04/2020;England;E08000031;Wolverhampton;424
09/04/2020;England;E10000034;Worcestershire;621
09/04/2020;England;E06000014;York;120
09/04/2020;Northern Ireland;N09000001;Antrim and Newtownabbey;89
09/04/2020;Northern Ireland;N09000011;North Down and Ards;120
09/04/2020;Northern Ireland;N09000002;Armagh, Banbridge and Craigavon;142
09/04/2020;Northern Ireland;N09000003;Belfast;482
09/04/2020;Northern Ireland;N09000004;Causeway Coast and Glens;43
09/04/2020;Northern Ireland;N09000005;Derry and Strabane;52
09/04/2020;Northern Ireland;N09000006;Fermanagh and Omagh;43
09/04/2020;Northern Ireland;N09000007;Lisburn and Castlereagh;164
09/04/2020;Northern Ireland;N09000008;Mid and East Antrim;80
09/04/2020;Northern Ireland;N09000009;Mid Ulster;53
09/04/2020;Northern Ireland;N09000010;Newry, Mourne and Down;92
09/04/2020;Northern Ireland;;Unknown;117
09/04/2020;Scotland;S08000015;Ayrshire and Arran;362
09/04/2020;Scotland;S08000016;Borders;167
09/04/2020;Scotland;S08000017;Dumfries and Galloway;163
09/04/2020;Scotland;S08000029;Fife;288
09/04/2020;Scotland;S08000019;Forth Valley;280
09/04/2020;Scotland;S08000020;Grampian;236
09/04/2020;Scotland;S08000031;Greater Glasgow and Clyde;1251
09/04/2020;Scotland;S08000022;Highland;137
09/04/2020;Scotland;S08000032;Lanarkshire;607
09/04/2020;Scotland;S08000024;Lothian;747
09/04/2020;Scotland;S08000025;Orkney;
09/04/2020;Scotland;S08000026;Shetland;43
09/04/2020;Scotland;S08000030;Tayside;667
09/04/2020;Scotland;S08000028;Western Isles;
09/04/2020;Wales;W11000028;Aneurin Bevan;1459
09/04/2020;Wales;W11000023;Betsi Cadwaladr;439
09/04/2020;Wales;W11000029;Cardiff and Vale;1304
09/04/2020;Wales;W11000030;Cwm Taf;866
09/04/2020;Wales;W11000025;Hywel Dda;375
09/04/2020;Wales;;Outside Wales;46
09/04/2020;Wales;W11000024;Powys;84
09/04/2020;Wales;W11000031;Swansea Bay;740
09/04/2020;Wales;;Unknown;43
10/04/2020;England;E09000002;Barking and Dagenham;319
10/04/2020;England;E09000003;Barnet;951
10/04/2020;England;E08000016;Barnsley;336
10/04/2020;England;E06000022;Bath and North East Somerset;124
10/04/2020;England;E06000055;Bedford;234
10/04/2020;England;E09000004;Bexley;421
10/04/2020;England;E08000025;Birmingham;1866
10/04/2020;England;E06000008;Blackburn with Darwen;158
10/04/2020;England;E06000009;Blackpool;149
10/04/2020;England;E08000001;Bolton;389
10/04/2020;England;E06000058;Bournemouth, Christchurch and Poole;226
10/04/2020;England;E06000036;Bracknell Forest;112
10/04/2020;England;E08000032;Bradford;412
10/04/2020;England;E09000005;Brent;1018
10/04/2020;England;E06000043;Brighton and Hove;225
10/04/2020;England;E06000023;Bristol, City of;324
10/04/2020;England;E09000006;Bromley;753
10/04/2020;England;E10000002;Buckinghamshire;499
10/04/2020;England;E08000002;Bury;289
10/04/2020;England;E08000033;Calderdale;142
10/04/2020;England;E10000003;Cambridgeshire;425
10/04/2020;England;E09000007;Camden;432
10/04/2020;England;E06000056;Central Bedfordshire;289
10/04/2020;England;E06000049;Cheshire East;409
10/04/2020;England;E06000050;Cheshire West and Chester;420
10/04/2020;England;E06000052;Cornwall and Isles of Scilly;286
10/04/2020;England;E06000047;County Durham;648
10/04/2020;England;E08000026;Coventry;402
10/04/2020;England;E09000008;Croydon;985
10/04/2020;England;E10000006;Cumbria;1232
10/04/2020;England;E06000005;Darlington;125
10/04/2020;England;E06000015;Derby;353
10/04/2020;England;E10000007;Derbyshire;736
10/04/2020;England;E10000008;Devon;372
10/04/2020;England;E08000017;Doncaster;231
10/04/2020;England;E06000059;Dorset;201
10/04/2020;England;E08000027;Dudley;440
10/04/2020;England;E09000009;Ealing;744
10/04/2020;England;E06000011;East Riding of Yorkshire;222
10/04/2020;England;E10000011;East Sussex;337
10/04/2020;England;E09000010;Enfield;552
10/04/2020;England;E10000012;Essex;1540
10/04/2020;England;E08000037;Gateshead;427
10/04/2020;England;E10000013;Gloucestershire;662
10/04/2020;England;E09000011;Greenwich;467
10/04/2020;England;E09000012;Hackney;489
10/04/2020;England;E06000006;Halton;200
10/04/2020;England;E09000013;Hammersmith and Fulham;388
10/04/2020;England;E10000014;Hampshire;1633
10/04/2020;England;E09000014;Haringey;425
10/04/2020;England;E09000015;Harrow;655
10/04/2020;England;E06000001;Hartlepool;79
10/04/2020;England;E09000016;Havering;445
10/04/2020;England;E06000019;Herefordshire, County of;101
10/04/2020;England;E10000015;Hertfordshire;1490
10/04/2020;England;E09000017;Hillingdon;510
10/04/2020;England;E09000018;Hounslow;480
10/04/2020;England;E06000046;Isle of Wight;51
10/04/2020;England;E09000019;Islington;330
10/04/2020;England;E09000020;Kensington and Chelsea;368
10/04/2020;England;E10000016;Kent;1663
10/04/2020;England;E06000010;Kingston upon Hull, City of;123
10/04/2020;England;E09000021;Kingston upon Thames;298
10/04/2020;England;E08000034;Kirklees;322
10/04/2020;England;E08000011;Knowsley;293
10/04/2020;England;E09000022;Lambeth;887
10/04/2020;England;E10000017;Lancashire;1544
10/04/2020;England;E08000035;Leeds;633
10/04/2020;England;E06000016;Leicester;371
10/04/2020;England;E10000018;Leicestershire;523
10/04/2020;England;E09000023;Lewisham;683
10/04/2020;England;E10000019;Lincolnshire;454
10/04/2020;England;E08000012;Liverpool;893
10/04/2020;England;E06000032;Luton;380
10/04/2020;England;E08000003;Manchester;680
10/04/2020;England;E06000035;Medway;383
10/04/2020;England;E09000024;Merton;489
10/04/2020;England;E06000002;Middlesbrough;272
10/04/2020;England;E06000042;Milton Keynes;297
10/04/2020;England;E08000021;Newcastle upon Tyne;571
10/04/2020;England;E09000025;Newham;743
10/04/2020;England;E10000020;Norfolk;643
10/04/2020;England;E06000012;North East Lincolnshire;73
10/04/2020;England;E06000013;North Lincolnshire;104
10/04/2020;England;E06000024;North Somerset;118
10/04/2020;England;E08000022;North Tyneside;301
10/04/2020;England;E10000023;North Yorkshire;458
10/04/2020;England;E10000021;Northamptonshire;707
10/04/2020;England;E06000057;Northumberland;382
10/04/2020;England;E06000018;Nottingham;294
10/04/2020;England;E10000024;Nottinghamshire;664
10/04/2020;England;E08000004;Oldham;434
10/04/2020;England;E10000025;Oxfordshire;908
10/04/2020;England;E06000031;Peterborough;109
10/04/2020;England;E06000026;Plymouth;142
10/04/2020;England;E06000044;Portsmouth;170
10/04/2020;England;E06000038;Reading;197
10/04/2020;England;E09000026;Redbridge;499
10/04/2020;England;E06000003;Redcar and Cleveland;158
10/04/2020;England;E09000027;Richmond upon Thames;280
10/04/2020;England;E08000005;Rochdale;317
10/04/2020;England;E08000018;Rotherham;350
10/04/2020;England;E06000017;Rutland;10
10/04/2020;England;E08000006;Salford;410
10/04/2020;England;E08000028;Sandwell;566
10/04/2020;England;E08000014;Sefton;477
10/04/2020;England;E08000019;Sheffield;1305
10/04/2020;England;E06000051;Shropshire;236
10/04/2020;England;E06000039;Slough;230
10/04/2020;England;E08000029;Solihull;348
10/04/2020;England;E10000027;Somerset;205
10/04/2020;England;E06000025;South Gloucestershire;212
10/04/2020;England;E08000023;South Tyneside;218
10/04/2020;England;E06000045;Southampton;257
10/04/2020;England;E06000033;Southend-on-Sea;215
10/04/2020;England;E09000028;Southwark;945
10/04/2020;England;E08000013;St. Helens;371
10/04/2020;England;E10000028;Staffordshire;914
10/04/2020;England;E08000007;Stockport;472
10/04/2020;England;E06000004;Stockton-on-Tees;199
10/04/2020;England;E06000021;Stoke-on-Trent;189
10/04/2020;England;E10000029;Suffolk;475
10/04/2020;England;E08000024;Sunderland;631
10/04/2020;England;E10000030;Surrey;1551
10/04/2020;England;E09000029;Sutton;432
10/04/2020;England;E06000030;Swindon;169
10/04/2020;England;E08000008;Tameside;279
10/04/2020;England;E06000020;Telford and Wrekin;131
10/04/2020;England;E06000034;Thurrock;191
10/04/2020;England;E06000027;Torbay;98
10/04/2020;England;E09000030;Tower Hamlets;476
10/04/2020;England;E08000009;Trafford;374
10/04/2020;England;E08000036;Wakefield;307
10/04/2020;England;E08000030;Walsall;564
10/04/2020;England;E09000031;Waltham Forest;525
10/04/2020;England;E09000032;Wandsworth;744
10/04/2020;England;E06000007;Warrington;335
10/04/2020;England;E10000031;Warwickshire;661
10/04/2020;England;E06000037;West Berkshire;158
10/04/2020;England;E10000032;West Sussex;633
10/04/2020;England;E09000033;Westminster;488
10/04/2020;England;E08000010;Wigan;358
10/04/2020;England;E06000054;Wiltshire;234
10/04/2020;England;E06000040;Windsor and Maidenhead;146
10/04/2020;England;E08000015;Wirral;550
10/04/2020;England;E06000041;Wokingham;180
10/04/2020;England;E08000031;Wolverhampton;449
10/04/2020;England;E10000034;Worcestershire;652
10/04/2020;England;E06000014;York;126
10/04/2020;Northern Ireland;N09000001;Antrim and Newtownabbey;117
10/04/2020;Northern Ireland;N09000011;North Down and Ards;129
10/04/2020;Northern Ireland;N09000002;Armagh, Banbridge and Craigavon;157
10/04/2020;Northern Ireland;N09000003;Belfast;514
10/04/2020;Northern Ireland;N09000004;Causeway Coast and Glens;63
10/04/2020;Northern Ireland;N09000005;Derry and Strabane;77
10/04/2020;Northern Ireland;N09000006;Fermanagh and Omagh;52
10/04/2020;Northern Ireland;N09000007;Lisburn and Castlereagh;181
10/04/2020;Northern Ireland;N09000008;Mid and East Antrim;102
10/04/2020;Northern Ireland;N09000009;Mid Ulster;73
10/04/2020;Northern Ireland;N09000010;Newry, Mourne and Down;102
10/04/2020;Northern Ireland;;Unknown;22
10/04/2020;Scotland;S08000015;Ayrshire and Arran;364
10/04/2020;Scotland;S08000016;Borders;177
10/04/2020;Scotland;S08000017;Dumfries and Galloway;164
10/04/2020;Scotland;S08000029;Fife;333
10/04/2020;Scotland;S08000019;Forth Valley;302
10/04/2020;Scotland;S08000020;Grampian;251
10/04/2020;Scotland;S08000031;Greater Glasgow and Clyde;1314
10/04/2020;Scotland;S08000022;Highland;144
10/04/2020;Scotland;S08000032;Lanarkshire;662
10/04/2020;Scotland;S08000024;Lothian;799
10/04/2020;Scotland;S08000025;Orkney;
10/04/2020;Scotland;S08000026;Shetland;43
10/04/2020;Scotland;S08000030;Tayside;712
10/04/2020;Scotland;S08000028;Western Isles;
10/04/2020;Wales;W11000028;Aneurin Bevan;1512
10/04/2020;Wales;W11000023;Betsi Cadwaladr;475
10/04/2020;Wales;W11000029;Cardiff and Vale;1368
10/04/2020;Wales;W11000030;Cwm Taf;909
10/04/2020;Wales;W11000025;Hywel Dda;406
10/04/2020;Wales;;Outside Wales;48
10/04/2020;Wales;W11000024;Powys;92
10/04/2020;Wales;W11000031;Swansea Bay;805
10/04/2020;Wales;;Unknown;49
11/04/2020;England;E09000002;Barking and Dagenham;323
11/04/2020;England;E09000003;Barnet;971
11/04/2020;England;E08000016;Barnsley;360
11/04/2020;England;E06000022;Bath and North East Somerset;134
11/04/2020;England;E06000055;Bedford;243
11/04/2020;England;E09000004;Bexley;434
11/04/2020;England;E08000025;Birmingham;1896
11/04/2020;England;E06000008;Blackburn with Darwen;168
11/04/2020;England;E06000009;Blackpool;164
11/04/2020;England;E08000001;Bolton;419
11/04/2020;England;E06000058;Bournemouth, Christchurch and Poole;233
11/04/2020;England;E06000036;Bracknell Forest;121
11/04/2020;England;E08000032;Bradford;429
11/04/2020;England;E09000005;Brent;1040
11/04/2020;England;E06000043;Brighton and Hove;233
11/04/2020;England;E06000023;Bristol, City of;350
11/04/2020;England;E09000006;Bromley;776
11/04/2020;England;E10000002;Buckinghamshire;518
11/04/2020;England;E08000002;Bury;315
11/04/2020;England;E08000033;Calderdale;145
11/04/2020;England;E10000003;Cambridgeshire;439
11/04/2020;England;E09000007;Camden;441
11/04/2020;England;E06000056;Central Bedfordshire;302
11/04/2020;England;E06000049;Cheshire East;438
11/04/2020;England;E06000050;Cheshire West and Chester;436
11/04/2020;England;E06000052;Cornwall and Isles of Scilly;299
11/04/2020;England;E06000047;County Durham;700
11/04/2020;England;E08000026;Coventry;417
11/04/2020;England;E09000008;Croydon;1007
11/04/2020;England;E10000006;Cumbria;1256
11/04/2020;England;E06000005;Darlington;134
11/04/2020;England;E06000015;Derby;366
11/04/2020;England;E10000007;Derbyshire;759
11/04/2020;England;E10000008;Devon;388
11/04/2020;England;E08000017;Doncaster;239
11/04/2020;England;E06000059;Dorset;204
11/04/2020;England;E08000027;Dudley;460
11/04/2020;England;E09000009;Ealing;770
11/04/2020;England;E06000011;East Riding of Yorkshire;228
11/04/2020;England;E10000011;East Sussex;349
11/04/2020;England;E09000010;Enfield;573
11/04/2020;England;E10000012;Essex;1601
11/04/2020;England;E08000037;Gateshead;453
11/04/2020;England;E10000013;Gloucestershire;694
11/04/2020;England;E09000011;Greenwich;478
11/04/2020;England;E09000012;Hackney;504
11/04/2020;England;E06000006;Halton;211
11/04/2020;England;E09000013;Hammersmith and Fulham;392
11/04/2020;England;E10000014;Hampshire;1684
11/04/2020;England;E09000014;Haringey;435
11/04/2020;England;E09000015;Harrow;671
11/04/2020;England;E06000001;Hartlepool;83
11/04/2020;England;E09000016;Havering;463
11/04/2020;England;E06000019;Herefordshire, County of;107
11/04/2020;England;E10000015;Hertfordshire;1544
11/04/2020;England;E09000017;Hillingdon;527
11/04/2020;England;E09000018;Hounslow;489
11/04/2020;England;E06000046;Isle of Wight;52
11/04/2020;England;E09000019;Islington;333
11/04/2020;England;E09000020;Kensington and Chelsea;372
11/04/2020;England;E10000016;Kent;1722
11/04/2020;England;E06000010;Kingston upon Hull, City of;137
11/04/2020;England;E09000021;Kingston upon Thames;302
11/04/2020;England;E08000034;Kirklees;337
11/04/2020;England;E08000011;Knowsley;308
11/04/2020;England;E09000022;Lambeth;932
11/04/2020;England;E10000017;Lancashire;1637
11/04/2020;England;E08000035;Leeds;668
11/04/2020;England;E06000016;Leicester;388
11/04/2020;England;E10000018;Leicestershire;546
11/04/2020;England;E09000023;Lewisham;697
11/04/2020;England;E10000019;Lincolnshire;477
11/04/2020;England;E08000012;Liverpool;933
11/04/2020;England;E06000032;Luton;395
11/04/2020;England;E08000003;Manchester;724
11/04/2020;England;E06000035;Medway;401
11/04/2020;England;E09000024;Merton;507
11/04/2020;England;E06000002;Middlesbrough;287
11/04/2020;England;E06000042;Milton Keynes;311
11/04/2020;England;E08000021;Newcastle upon Tyne;591
11/04/2020;England;E09000025;Newham;770
11/04/2020;England;E10000020;Norfolk;695
11/04/2020;England;E06000012;North East Lincolnshire;78
11/04/2020;England;E06000013;North Lincolnshire;120
11/04/2020;England;E06000024;North Somerset;125
11/04/2020;England;E08000022;North Tyneside;317
11/04/2020;England;E10000023;North Yorkshire;482
11/04/2020;England;E10000021;Northamptonshire;741
11/04/2020;England;E06000057;Northumberland;420
11/04/2020;England;E06000018;Nottingham;306
11/04/2020;England;E10000024;Nottinghamshire;687
11/04/2020;England;E08000004;Oldham;468
11/04/2020;England;E10000025;Oxfordshire;939
11/04/2020;England;E06000031;Peterborough;111
11/04/2020;England;E06000026;Plymouth;143
11/04/2020;England;E06000044;Portsmouth;183
11/04/2020;England;E06000038;Reading;206
11/04/2020;England;E09000026;Redbridge;510
11/04/2020;England;E06000003;Redcar and Cleveland;174
11/04/2020;England;E09000027;Richmond upon Thames;286
11/04/2020;England;E08000005;Rochdale;333
11/04/2020;England;E08000018;Rotherham;360
11/04/2020;England;E08000006;Salford;435
11/04/2020;England;E08000028;Sandwell;578
11/04/2020;England;E08000014;Sefton;504
11/04/2020;England;E08000019;Sheffield;1357
11/04/2020;England;E06000051;Shropshire;244
11/04/2020;England;E06000039;Slough;242
11/04/2020;England;E08000029;Solihull;360
11/04/2020;England;E10000027;Somerset;222
11/04/2020;England;E06000025;South Gloucestershire;218
11/04/2020;England;E08000023;South Tyneside;230
11/04/2020;England;E06000045;Southampton;264
11/04/2020;England;E06000033;Southend-on-Sea;219
11/04/2020;England;E09000028;Southwark;972
11/04/2020;England;E08000013;St. Helens;381
11/04/2020;England;E10000028;Staffordshire;954
11/04/2020;England;E08000007;Stockport;499
11/04/2020;England;E06000004;Stockton-on-Tees;210
11/04/2020;England;E06000021;Stoke-on-Trent;201
11/04/2020;England;E10000029;Suffolk;502
11/04/2020;England;E08000024;Sunderland;678
11/04/2020;England;E10000030;Surrey;1616
11/04/2020;England;E09000029;Sutton;452
11/04/2020;England;E06000030;Swindon;186
11/04/2020;England;E08000008;Tameside;287
11/04/2020;England;E06000020;Telford and Wrekin;133
11/04/2020;England;E06000034;Thurrock;199
11/04/2020;England;E06000027;Torbay;99
11/04/2020;England;E09000030;Tower Hamlets;489
11/04/2020;England;E08000009;Trafford;390
11/04/2020;England;E08000036;Wakefield;315
11/04/2020;England;E08000030;Walsall;573
11/04/2020;England;E09000031;Waltham Forest;540
11/04/2020;England;E09000032;Wandsworth;758
11/04/2020;England;E06000007;Warrington;351
11/04/2020;England;E10000031;Warwickshire;695
11/04/2020;England;E06000037;West Berkshire;167
11/04/2020;England;E10000032;West Sussex;660
11/04/2020;England;E09000033;Westminster;499
11/04/2020;England;E08000010;Wigan;400
11/04/2020;England;E06000054;Wiltshire;250
11/04/2020;England;E06000040;Windsor and Maidenhead;155
11/04/2020;England;E08000015;Wirral;585
11/04/2020;England;E06000041;Wokingham;183
11/04/2020;England;E08000031;Wolverhampton;459
11/04/2020;England;E10000034;Worcestershire;689
11/04/2020;England;E06000014;York;129
11/04/2020;Scotland;S08000015;Ayrshire and Arran;376
11/04/2020;Scotland;S08000016;Borders;189
11/04/2020;Scotland;S08000017;Dumfries and Galloway;179
11/04/2020;Scotland;S08000029;Fife;356
11/04/2020;Scotland;S08000019;Forth Valley;324
11/04/2020;Scotland;S08000020;Grampian;261
11/04/2020;Scotland;S08000031;Greater Glasgow and Clyde;1387
11/04/2020;Scotland;S08000022;Highland;148
11/04/2020;Scotland;S08000032;Lanarkshire;707
11/04/2020;Scotland;S08000024;Lothian;856
11/04/2020;Scotland;S08000025;Orkney;5
11/04/2020;Scotland;S08000026;Shetland;43
11/04/2020;Scotland;S08000030;Tayside;753
11/04/2020;Scotland;S08000028;Western Isles;6
11/04/2020;Wales;W11000028;Aneurin Bevan;1552
11/04/2020;Wales;W11000023;Betsi Cadwaladr;515
