Date;Country;AreaCode;Area;TotalCases
08/01/2020;Wales;W11000028;Aneurin Bevan;0
08/01/2020;Wales;W11000023;Betsi Cadwaladr;0
08/01/2020;Wales;W11000029;Cardiff and Vale;0
08/01/2020;Wales;W11000030;Cwm Taf;0
08/01/2020;Wales;W11000025;Hywel Dda;0
08/01/2020;Wales;;Outside Wales;0
08/01/2020;Wales;W11000024;Powys;0
08/01/2020;Wales;W11000031;Swansea Bay;0
08/01/2020;Wales;;Unknown;0
09/01/2020;Wales;W11000028;Aneurin Bevan;0
09/01/2020;Wales;W11000023;Betsi Cadwaladr;0
09/01/2020;Wales;W11000029;Cardiff and Vale;0
09/01/2020;Wales;W11000030;Cwm Taf;0
09/01/2020;Wales;W11000025;Hywel Dda;0
09/01/2020;Wales;;Outside Wales;0
09/01/2020;Wales;W11000024;Powys;0
09/01/2020;Wales;W11000031;Swansea Bay;0
09/01/2020;Wales;;Unknown;0
10/01/2020;Wales;W11000028;Aneurin Bevan;0
10/01/2020;Wales;W11000023;Betsi Cadwaladr;0
10/01/2020;Wales;W11000029;Cardiff and Vale;0
10/01/2020;Wales;W11000030;Cwm Taf;0
10/01/2020;Wales;W11000025;Hywel Dda;0
10/01/2020;Wales;;Outside Wales;0
10/01/2020;Wales;W11000024;Powys;0
10/01/2020;Wales;W11000031;Swansea Bay;0
10/01/2020;Wales;;Unknown;0
11/01/2020;Wales;W11000028;Aneurin Bevan;0
11/01/2020;Wales;W11000023;Betsi Cadwaladr;0
11/01/2020;Wales;W11000029;Cardiff and Vale;0
11/01/2020;Wales;W11000030;Cwm Taf;0
11/01/2020;Wales;W11000025;Hywel Dda;0
11/01/2020;Wales;;Outside Wales;0
11/01/2020;Wales;W11000024;Powys;0
11/01/2020;Wales;W11000031;Swansea Bay;0
11/01/2020;Wales;;Unknown;0
12/01/2020;Wales;W11000028;Aneurin Bevan;0
12/01/2020;Wales;W11000023;Betsi Cadwaladr;0
12/01/2020;Wales;W11000029;Cardiff and Vale;0
12/01/2020;Wales;W11000030;Cwm Taf;0
12/01/2020;Wales;W11000025;Hywel Dda;0
12/01/2020;Wales;;Outside Wales;0
12/01/2020;Wales;W11000024;Powys;0
12/01/2020;Wales;W11000031;Swansea Bay;0
12/01/2020;Wales;;Unknown;0
13/01/2020;Wales;W11000028;Aneurin Bevan;0
13/01/2020;Wales;W11000023;Betsi Cadwaladr;0
13/01/2020;Wales;W11000029;Cardiff and Vale;0
13/01/2020;Wales;W11000030;Cwm Taf;0
13/01/2020;Wales;W11000025;Hywel Dda;0
13/01/2020;Wales;;Outside Wales;0
13/01/2020;Wales;W11000024;Powys;0
13/01/2020;Wales;W11000031;Swansea Bay;0
13/01/2020;Wales;;Unknown;0
14/01/2020;Wales;W11000028;Aneurin Bevan;0
14/01/2020;Wales;W11000023;Betsi Cadwaladr;0
14/01/2020;Wales;W11000029;Cardiff and Vale;0
14/01/2020;Wales;W11000030;Cwm Taf;0
14/01/2020;Wales;W11000025;Hywel Dda;0
14/01/2020;Wales;;Outside Wales;0
14/01/2020;Wales;W11000024;Powys;0
14/01/2020;Wales;W11000031;Swansea Bay;0
14/01/2020;Wales;;Unknown;0
15/01/2020;Wales;W11000028;Aneurin Bevan;0
15/01/2020;Wales;W11000023;Betsi Cadwaladr;0
15/01/2020;Wales;W11000029;Cardiff and Vale;0
15/01/2020;Wales;W11000030;Cwm Taf;0
15/01/2020;Wales;W11000025;Hywel Dda;0
15/01/2020;Wales;;Outside Wales;0
15/01/2020;Wales;W11000024;Powys;0
15/01/2020;Wales;W11000031;Swansea Bay;0
15/01/2020;Wales;;Unknown;0
16/01/2020;Wales;W11000028;Aneurin Bevan;0
16/01/2020;Wales;W11000023;Betsi Cadwaladr;0
16/01/2020;Wales;W11000029;Cardiff and Vale;0
16/01/2020;Wales;W11000030;Cwm Taf;0
16/01/2020;Wales;W11000025;Hywel Dda;0
16/01/2020;Wales;;Outside Wales;0
16/01/2020;Wales;W11000024;Powys;0
16/01/2020;Wales;W11000031;Swansea Bay;0
16/01/2020;Wales;;Unknown;0
17/01/2020;Wales;W11000028;Aneurin Bevan;0
17/01/2020;Wales;W11000023;Betsi Cadwaladr;0
17/01/2020;Wales;W11000029;Cardiff and Vale;0
17/01/2020;Wales;W11000030;Cwm Taf;0
17/01/2020;Wales;W11000025;Hywel Dda;0
17/01/2020;Wales;;Outside Wales;0
17/01/2020;Wales;W11000024;Powys;0
17/01/2020;Wales;W11000031;Swansea Bay;0
17/01/2020;Wales;;Unknown;0
18/01/2020;Wales;W11000028;Aneurin Bevan;0
18/01/2020;Wales;W11000023;Betsi Cadwaladr;0
18/01/2020;Wales;W11000029;Cardiff and Vale;0
18/01/2020;Wales;W11000030;Cwm Taf;0
18/01/2020;Wales;W11000025;Hywel Dda;0
18/01/2020;Wales;;Outside Wales;0
18/01/2020;Wales;W11000024;Powys;0
18/01/2020;Wales;W11000031;Swansea Bay;0
18/01/2020;Wales;;Unknown;0
19/01/2020;Wales;W11000028;Aneurin Bevan;0
19/01/2020;Wales;W11000023;Betsi Cadwaladr;0
19/01/2020;Wales;W11000029;Cardiff and Vale;0
19/01/2020;Wales;W11000030;Cwm Taf;0
19/01/2020;Wales;W11000025;Hywel Dda;0
19/01/2020;Wales;;Outside Wales;0
19/01/2020;Wales;W11000024;Powys;0
19/01/2020;Wales;W11000031;Swansea Bay;0
19/01/2020;Wales;;Unknown;0
20/01/2020;Wales;W11000028;Aneurin Bevan;0
20/01/2020;Wales;W11000023;Betsi Cadwaladr;0
20/01/2020;Wales;W11000029;Cardiff and Vale;0
20/01/2020;Wales;W11000030;Cwm Taf;0
20/01/2020;Wales;W11000025;Hywel Dda;0
20/01/2020;Wales;;Outside Wales;0
20/01/2020;Wales;W11000024;Powys;0
20/01/2020;Wales;W11000031;Swansea Bay;0
20/01/2020;Wales;;Unknown;0
21/01/2020;Wales;W11000028;Aneurin Bevan;0
21/01/2020;Wales;W11000023;Betsi Cadwaladr;0
21/01/2020;Wales;W11000029;Cardiff and Vale;0
21/01/2020;Wales;W11000030;Cwm Taf;0
21/01/2020;Wales;W11000025;Hywel Dda;0
21/01/2020;Wales;;Outside Wales;0
21/01/2020;Wales;W11000024;Powys;0
21/01/2020;Wales;W11000031;Swansea Bay;0
21/01/2020;Wales;;Unknown;0
22/01/2020;Wales;W11000028;Aneurin Bevan;0
22/01/2020;Wales;W11000023;Betsi Cadwaladr;0
22/01/2020;Wales;W11000029;Cardiff and Vale;0
22/01/2020;Wales;W11000030;Cwm Taf;1
22/01/2020;Wales;W11000025;Hywel Dda;0
22/01/2020;Wales;;Outside Wales;0
22/01/2020;Wales;W11000024;Powys;0
22/01/2020;Wales;W11000031;Swansea Bay;0
22/01/2020;Wales;;Unknown;0
23/01/2020;Wales;W11000028;Aneurin Bevan;0
23/01/2020;Wales;W11000023;Betsi Cadwaladr;0
23/01/2020;Wales;W11000029;Cardiff and Vale;0
23/01/2020;Wales;W11000030;Cwm Taf;1
23/01/2020;Wales;W11000025;Hywel Dda;0
23/01/2020;Wales;;Outside Wales;0
23/01/2020;Wales;W11000024;Powys;0
23/01/2020;Wales;W11000031;Swansea Bay;0
23/01/2020;Wales;;Unknown;0
24/01/2020;Wales;W11000028;Aneurin Bevan;0
24/01/2020;Wales;W11000023;Betsi Cadwaladr;0
24/01/2020;Wales;W11000029;Cardiff and Vale;0
24/01/2020;Wales;W11000030;Cwm Taf;1
24/01/2020;Wales;W11000025;Hywel Dda;0
24/01/2020;Wales;;Outside Wales;0
24/01/2020;Wales;W11000024;Powys;0
24/01/2020;Wales;W11000031;Swansea Bay;0
24/01/2020;Wales;;Unknown;0
25/01/2020;Wales;W11000028;Aneurin Bevan;0
25/01/2020;Wales;W11000023;Betsi Cadwaladr;0
25/01/2020;Wales;W11000029;Cardiff and Vale;0
25/01/2020;Wales;W11000030;Cwm Taf;1
25/01/2020;Wales;W11000025;Hywel Dda;0
25/01/2020;Wales;;Outside Wales;0
25/01/2020;Wales;W11000024;Powys;0
25/01/2020;Wales;W11000031;Swansea Bay;0
25/01/2020;Wales;;Unknown;0
26/01/2020;Wales;W11000028;Aneurin Bevan;0
26/01/2020;Wales;W11000023;Betsi Cadwaladr;0
26/01/2020;Wales;W11000029;Cardiff and Vale;0
26/01/2020;Wales;W11000030;Cwm Taf;1
26/01/2020;Wales;W11000025;Hywel Dda;0
26/01/2020;Wales;;Outside Wales;0
26/01/2020;Wales;W11000024;Powys;0
26/01/2020;Wales;W11000031;Swansea Bay;0
26/01/2020;Wales;;Unknown;0
27/01/2020;Wales;W11000028;Aneurin Bevan;1
27/01/2020;Wales;W11000023;Betsi Cadwaladr;0
27/01/2020;Wales;W11000029;Cardiff and Vale;0
27/01/2020;Wales;W11000030;Cwm Taf;1
27/01/2020;Wales;W11000025;Hywel Dda;0
27/01/2020;Wales;;Outside Wales;0
27/01/2020;Wales;W11000024;Powys;0
27/01/2020;Wales;W11000031;Swansea Bay;0
27/01/2020;Wales;;Unknown;0
28/01/2020;Wales;W11000028;Aneurin Bevan;1
28/01/2020;Wales;W11000023;Betsi Cadwaladr;0
28/01/2020;Wales;W11000029;Cardiff and Vale;0
28/01/2020;Wales;W11000030;Cwm Taf;1
28/01/2020;Wales;W11000025;Hywel Dda;0
28/01/2020;Wales;;Outside Wales;0
28/01/2020;Wales;W11000024;Powys;0
28/01/2020;Wales;W11000031;Swansea Bay;0
28/01/2020;Wales;;Unknown;0
29/01/2020;Wales;W11000028;Aneurin Bevan;1
29/01/2020;Wales;W11000023;Betsi Cadwaladr;0
29/01/2020;Wales;W11000029;Cardiff and Vale;0
29/01/2020;Wales;W11000030;Cwm Taf;1
29/01/2020;Wales;W11000025;Hywel Dda;0
29/01/2020;Wales;;Outside Wales;0
29/01/2020;Wales;W11000024;Powys;0
29/01/2020;Wales;W11000031;Swansea Bay;0
29/01/2020;Wales;;Unknown;0
30/01/2020;England;E06000014;York;1
30/01/2020;Wales;W11000028;Aneurin Bevan;1
30/01/2020;Wales;W11000023;Betsi Cadwaladr;0
30/01/2020;Wales;W11000029;Cardiff and Vale;0
30/01/2020;Wales;W11000030;Cwm Taf;1
30/01/2020;Wales;W11000025;Hywel Dda;0
30/01/2020;Wales;;Outside Wales;0
30/01/2020;Wales;W11000024;Powys;0
30/01/2020;Wales;W11000031;Swansea Bay;0
30/01/2020;Wales;;Unknown;0
31/01/2020;Wales;W11000028;Aneurin Bevan;1
31/01/2020;Wales;W11000023;Betsi Cadwaladr;0
31/01/2020;Wales;W11000029;Cardiff and Vale;0
31/01/2020;Wales;W11000030;Cwm Taf;1
31/01/2020;Wales;W11000025;Hywel Dda;0
31/01/2020;Wales;;Outside Wales;0
31/01/2020;Wales;W11000024;Powys;0
31/01/2020;Wales;W11000031;Swansea Bay;0
31/01/2020;Wales;;Unknown;0
01/02/2020;Wales;W11000028;Aneurin Bevan;1
01/02/2020;Wales;W11000023;Betsi Cadwaladr;0
01/02/2020;Wales;W11000029;Cardiff and Vale;0
01/02/2020;Wales;W11000030;Cwm Taf;1
01/02/2020;Wales;W11000025;Hywel Dda;0
01/02/2020;Wales;;Outside Wales;0
01/02/2020;Wales;W11000024;Powys;0
01/02/2020;Wales;W11000031;Swansea Bay;0
01/02/2020;Wales;;Unknown;0
02/02/2020;Wales;W11000028;Aneurin Bevan;1
02/02/2020;Wales;W11000023;Betsi Cadwaladr;0
02/02/2020;Wales;W11000029;Cardiff and Vale;0
02/02/2020;Wales;W11000030;Cwm Taf;1
02/02/2020;Wales;W11000025;Hywel Dda;0
02/02/2020;Wales;;Outside Wales;0
02/02/2020;Wales;W11000024;Powys;0
02/02/2020;Wales;W11000031;Swansea Bay;0
02/02/2020;Wales;;Unknown;0
03/02/2020;England;E08000016;Barnsley;1
03/02/2020;England;E10000008;Devon;2
03/02/2020;England;E10000015;Hertfordshire;1
03/02/2020;England;E10000016;Kent;1
03/02/2020;Wales;W11000028;Aneurin Bevan;1
03/02/2020;Wales;W11000023;Betsi Cadwaladr;0
03/02/2020;Wales;W11000029;Cardiff and Vale;0
03/02/2020;Wales;W11000030;Cwm Taf;1
03/02/2020;Wales;W11000025;Hywel Dda;0
03/02/2020;Wales;;Outside Wales;0
03/02/2020;Wales;W11000024;Powys;0
03/02/2020;Wales;W11000031;Swansea Bay;0
03/02/2020;Wales;;Unknown;0
04/02/2020;Wales;W11000028;Aneurin Bevan;1
04/02/2020;Wales;W11000023;Betsi Cadwaladr;0
04/02/2020;Wales;W11000029;Cardiff and Vale;1
04/02/2020;Wales;W11000030;Cwm Taf;1
04/02/2020;Wales;W11000025;Hywel Dda;0
04/02/2020;Wales;;Outside Wales;0
04/02/2020;Wales;W11000024;Powys;0
04/02/2020;Wales;W11000031;Swansea Bay;0
04/02/2020;Wales;;Unknown;0
05/02/2020;England;E06000043;Brighton and Hove;1
05/02/2020;Wales;W11000028;Aneurin Bevan;1
05/02/2020;Wales;W11000023;Betsi Cadwaladr;0
05/02/2020;Wales;W11000029;Cardiff and Vale;1
05/02/2020;Wales;W11000030;Cwm Taf;1
05/02/2020;Wales;W11000025;Hywel Dda;0
05/02/2020;Wales;;Outside Wales;0
05/02/2020;Wales;W11000024;Powys;0
05/02/2020;Wales;W11000031;Swansea Bay;0
05/02/2020;Wales;;Unknown;0
06/02/2020;Wales;W11000028;Aneurin Bevan;1
06/02/2020;Wales;W11000023;Betsi Cadwaladr;0
06/02/2020;Wales;W11000029;Cardiff and Vale;1
06/02/2020;Wales;W11000030;Cwm Taf;1
06/02/2020;Wales;W11000025;Hywel Dda;0
06/02/2020;Wales;;Outside Wales;0
06/02/2020;Wales;W11000024;Powys;0
06/02/2020;Wales;W11000031;Swansea Bay;0
06/02/2020;Wales;;Unknown;0
07/02/2020;Wales;W11000028;Aneurin Bevan;1
07/02/2020;Wales;W11000023;Betsi Cadwaladr;0
07/02/2020;Wales;W11000029;Cardiff and Vale;1
07/02/2020;Wales;W11000030;Cwm Taf;1
07/02/2020;Wales;W11000025;Hywel Dda;0
07/02/2020;Wales;;Outside Wales;0
07/02/2020;Wales;W11000024;Powys;0
07/02/2020;Wales;W11000031;Swansea Bay;0
07/02/2020;Wales;;Unknown;0
08/02/2020;England;E06000043;Brighton and Hove;4
08/02/2020;England;E10000025;Oxfordshire;1
08/02/2020;Wales;W11000028;Aneurin Bevan;1
08/02/2020;Wales;W11000023;Betsi Cadwaladr;0
08/02/2020;Wales;W11000029;Cardiff and Vale;1
08/02/2020;Wales;W11000030;Cwm Taf;1
08/02/2020;Wales;W11000025;Hywel Dda;0
08/02/2020;Wales;;Outside Wales;0
08/02/2020;Wales;W11000024;Powys;0
08/02/2020;Wales;W11000031;Swansea Bay;0
08/02/2020;Wales;;Unknown;0
09/02/2020;England;E06000043;Brighton and Hove;5
09/02/2020;Wales;W11000028;Aneurin Bevan;1
09/02/2020;Wales;W11000023;Betsi Cadwaladr;0
09/02/2020;Wales;W11000029;Cardiff and Vale;1
09/02/2020;Wales;W11000030;Cwm Taf;1
09/02/2020;Wales;W11000025;Hywel Dda;0
09/02/2020;Wales;;Outside Wales;0
09/02/2020;Wales;W11000024;Powys;0
09/02/2020;Wales;W11000031;Swansea Bay;0
09/02/2020;Wales;;Unknown;0
10/02/2020;Wales;W11000028;Aneurin Bevan;1
10/02/2020;Wales;W11000023;Betsi Cadwaladr;0
10/02/2020;Wales;W11000029;Cardiff and Vale;1
10/02/2020;Wales;W11000030;Cwm Taf;1
10/02/2020;Wales;W11000025;Hywel Dda;0
10/02/2020;Wales;;Outside Wales;0
10/02/2020;Wales;W11000024;Powys;0
10/02/2020;Wales;W11000031;Swansea Bay;0
10/02/2020;Wales;;Unknown;0
11/02/2020;England;E09000023;Lewisham;1
11/02/2020;Wales;W11000028;Aneurin Bevan;1
11/02/2020;Wales;W11000023;Betsi Cadwaladr;0
11/02/2020;Wales;W11000029;Cardiff and Vale;1
11/02/2020;Wales;W11000030;Cwm Taf;1
11/02/2020;Wales;W11000025;Hywel Dda;0
11/02/2020;Wales;;Outside Wales;0
11/02/2020;Wales;W11000024;Powys;0
11/02/2020;Wales;W11000031;Swansea Bay;0
11/02/2020;Wales;;Unknown;0
12/02/2020;England;E10000034;Worcestershire;1
12/02/2020;Wales;W11000028;Aneurin Bevan;1
12/02/2020;Wales;W11000023;Betsi Cadwaladr;0
12/02/2020;Wales;W11000029;Cardiff and Vale;1
12/02/2020;Wales;W11000030;Cwm Taf;1
12/02/2020;Wales;W11000025;Hywel Dda;0
12/02/2020;Wales;;Outside Wales;0
12/02/2020;Wales;W11000024;Powys;0
12/02/2020;Wales;W11000031;Swansea Bay;0
12/02/2020;Wales;;Unknown;0
13/02/2020;England;E09000009;Ealing;1
13/02/2020;Wales;W11000028;Aneurin Bevan;1
13/02/2020;Wales;W11000023;Betsi Cadwaladr;0
13/02/2020;Wales;W11000029;Cardiff and Vale;1
13/02/2020;Wales;W11000030;Cwm Taf;1
13/02/2020;Wales;W11000025;Hywel Dda;0
13/02/2020;Wales;;Outside Wales;0
13/02/2020;Wales;W11000024;Powys;0
13/02/2020;Wales;W11000031;Swansea Bay;0
13/02/2020;Wales;;Unknown;0
14/02/2020;Wales;W11000028;Aneurin Bevan;1
14/02/2020;Wales;W11000023;Betsi Cadwaladr;0
14/02/2020;Wales;W11000029;Cardiff and Vale;1
14/02/2020;Wales;W11000030;Cwm Taf;1
14/02/2020;Wales;W11000025;Hywel Dda;0
14/02/2020;Wales;;Outside Wales;0
14/02/2020;Wales;W11000024;Powys;0
14/02/2020;Wales;W11000031;Swansea Bay;0
14/02/2020;Wales;;Unknown;0
15/02/2020;Wales;W11000028;Aneurin Bevan;1
15/02/2020;Wales;W11000023;Betsi Cadwaladr;0
15/02/2020;Wales;W11000029;Cardiff and Vale;1
15/02/2020;Wales;W11000030;Cwm Taf;1
15/02/2020;Wales;W11000025;Hywel Dda;0
15/02/2020;Wales;;Outside Wales;0
15/02/2020;Wales;W11000024;Powys;0
15/02/2020;Wales;W11000031;Swansea Bay;0
15/02/2020;Wales;;Unknown;0
16/02/2020;Wales;W11000028;Aneurin Bevan;1
16/02/2020;Wales;W11000023;Betsi Cadwaladr;0
16/02/2020;Wales;W11000029;Cardiff and Vale;1
16/02/2020;Wales;W11000030;Cwm Taf;1
16/02/2020;Wales;W11000025;Hywel Dda;0
16/02/2020;Wales;;Outside Wales;0
16/02/2020;Wales;W11000024;Powys;0
16/02/2020;Wales;W11000031;Swansea Bay;0
16/02/2020;Wales;;Unknown;0
17/02/2020;England;E09000010;Enfield;1
17/02/2020;Wales;W11000028;Aneurin Bevan;1
17/02/2020;Wales;W11000023;Betsi Cadwaladr;0
17/02/2020;Wales;W11000029;Cardiff and Vale;1
17/02/2020;Wales;W11000030;Cwm Taf;1
17/02/2020;Wales;W11000025;Hywel Dda;0
17/02/2020;Wales;;Outside Wales;0
17/02/2020;Wales;W11000024;Powys;0
17/02/2020;Wales;W11000031;Swansea Bay;0
17/02/2020;Wales;;Unknown;0
18/02/2020;Wales;W11000028;Aneurin Bevan;1
18/02/2020;Wales;W11000023;Betsi Cadwaladr;0
18/02/2020;Wales;W11000029;Cardiff and Vale;1
18/02/2020;Wales;W11000030;Cwm Taf;1
18/02/2020;Wales;W11000025;Hywel Dda;0
18/02/2020;Wales;;Outside Wales;0
18/02/2020;Wales;W11000024;Powys;0
18/02/2020;Wales;W11000031;Swansea Bay;0
18/02/2020;Wales;;Unknown;0
19/02/2020;England;E09000012;Hackney;1
19/02/2020;Wales;W11000028;Aneurin Bevan;1
19/02/2020;Wales;W11000023;Betsi Cadwaladr;0
19/02/2020;Wales;W11000029;Cardiff and Vale;1
19/02/2020;Wales;W11000030;Cwm Taf;1
19/02/2020;Wales;W11000025;Hywel Dda;0
19/02/2020;Wales;;Outside Wales;0
19/02/2020;Wales;W11000024;Powys;0
19/02/2020;Wales;W11000031;Swansea Bay;0
19/02/2020;Wales;;Unknown;0
20/02/2020;Wales;W11000028;Aneurin Bevan;1
20/02/2020;Wales;W11000023;Betsi Cadwaladr;0
20/02/2020;Wales;W11000029;Cardiff and Vale;1
20/02/2020;Wales;W11000030;Cwm Taf;1
20/02/2020;Wales;W11000025;Hywel Dda;0
20/02/2020;Wales;;Outside Wales;0
20/02/2020;Wales;W11000024;Powys;0
20/02/2020;Wales;W11000031;Swansea Bay;0
20/02/2020;Wales;;Unknown;0
21/02/2020;England;E10000024;Nottinghamshire;1
21/02/2020;Wales;W11000028;Aneurin Bevan;1
21/02/2020;Wales;W11000023;Betsi Cadwaladr;0
21/02/2020;Wales;W11000029;Cardiff and Vale;1
21/02/2020;Wales;W11000030;Cwm Taf;1
21/02/2020;Wales;W11000025;Hywel Dda;1
21/02/2020;Wales;;Outside Wales;0
21/02/2020;Wales;W11000024;Powys;0
21/02/2020;Wales;W11000031;Swansea Bay;0
21/02/2020;Wales;;Unknown;0
22/02/2020;Wales;W11000028;Aneurin Bevan;1
22/02/2020;Wales;W11000023;Betsi Cadwaladr;0
22/02/2020;Wales;W11000029;Cardiff and Vale;1
22/02/2020;Wales;W11000030;Cwm Taf;1
22/02/2020;Wales;W11000025;Hywel Dda;1
22/02/2020;Wales;;Outside Wales;0
22/02/2020;Wales;W11000024;Powys;0
22/02/2020;Wales;W11000031;Swansea Bay;0
22/02/2020;Wales;;Unknown;0
23/02/2020;England;E09000019;Islington;1
23/02/2020;England;E06000042;Milton Keynes;1
23/02/2020;England;E09000026;Redbridge;1
23/02/2020;England;E10000031;Warwickshire;1
23/02/2020;Wales;W11000028;Aneurin Bevan;1
23/02/2020;Wales;W11000023;Betsi Cadwaladr;0
23/02/2020;Wales;W11000029;Cardiff and Vale;1
23/02/2020;Wales;W11000030;Cwm Taf;1
23/02/2020;Wales;W11000025;Hywel Dda;2
23/02/2020;Wales;;Outside Wales;0
23/02/2020;Wales;W11000024;Powys;1
23/02/2020;Wales;W11000031;Swansea Bay;0
23/02/2020;Wales;;Unknown;0
24/02/2020;England;E10000032;West Sussex;1
24/02/2020;Wales;W11000028;Aneurin Bevan;1
24/02/2020;Wales;W11000023;Betsi Cadwaladr;0
24/02/2020;Wales;W11000029;Cardiff and Vale;1
24/02/2020;Wales;W11000030;Cwm Taf;1
24/02/2020;Wales;W11000025;Hywel Dda;2
24/02/2020;Wales;;Outside Wales;0
24/02/2020;Wales;W11000024;Powys;1
24/02/2020;Wales;W11000031;Swansea Bay;0
24/02/2020;Wales;;Unknown;0
25/02/2020;England;E10000007;Derbyshire;1
25/02/2020;England;E09000028;Southwark;2
25/02/2020;England;E10000030;Surrey;1
25/02/2020;Wales;W11000028;Aneurin Bevan;1
25/02/2020;Wales;W11000023;Betsi Cadwaladr;0
25/02/2020;Wales;W11000029;Cardiff and Vale;1
25/02/2020;Wales;W11000030;Cwm Taf;1
25/02/2020;Wales;W11000025;Hywel Dda;2
25/02/2020;Wales;;Outside Wales;0
25/02/2020;Wales;W11000024;Powys;1
25/02/2020;Wales;W11000031;Swansea Bay;0
25/02/2020;Wales;;Unknown;0
26/02/2020;England;E10000013;Gloucestershire;1
26/02/2020;Wales;W11000028;Aneurin Bevan;1
26/02/2020;Wales;W11000023;Betsi Cadwaladr;0
26/02/2020;Wales;W11000029;Cardiff and Vale;1
26/02/2020;Wales;W11000030;Cwm Taf;1
26/02/2020;Wales;W11000025;Hywel Dda;2
26/02/2020;Wales;;Outside Wales;0
26/02/2020;Wales;W11000024;Powys;1
26/02/2020;Wales;W11000031;Swansea Bay;0
26/02/2020;Wales;;Unknown;0
27/02/2020;England;E10000014;Hampshire;1
27/02/2020;England;E09000020;Kensington and Chelsea;1
27/02/2020;England;E10000018;Leicestershire;1
27/02/2020;England;E06000035;Medway;1
27/02/2020;England;E06000041;Wokingham;1
27/02/2020;Wales;W11000028;Aneurin Bevan;1
27/02/2020;Wales;W11000023;Betsi Cadwaladr;0
27/02/2020;Wales;W11000029;Cardiff and Vale;1
27/02/2020;Wales;W11000030;Cwm Taf;1
27/02/2020;Wales;W11000025;Hywel Dda;2
27/02/2020;Wales;;Outside Wales;0
27/02/2020;Wales;W11000024;Powys;1
27/02/2020;Wales;W11000031;Swansea Bay;0
27/02/2020;Wales;;Unknown;0
28/02/2020;England;E09000003;Barnet;1
28/02/2020;England;E09000005;Brent;1
28/02/2020;England;E06000011;East Riding of Yorkshire;1
28/02/2020;England;E10000012;Essex;1
28/02/2020;England;E09000018;Hounslow;1
28/02/2020;England;E09000020;Kensington and Chelsea;2
28/02/2020;England;E08000035;Leeds;1
28/02/2020;England;E06000018;Nottingham;1
28/02/2020;England;E09000028;Southwark;3
28/02/2020;England;E10000030;Surrey;2
28/02/2020;England;E08000010;Wigan;1
28/02/2020;Wales;W11000028;Aneurin Bevan;1
28/02/2020;Wales;W11000023;Betsi Cadwaladr;0
28/02/2020;Wales;W11000029;Cardiff and Vale;1
28/02/2020;Wales;W11000030;Cwm Taf;1
28/02/2020;Wales;W11000025;Hywel Dda;2
28/02/2020;Wales;;Outside Wales;0
28/02/2020;Wales;W11000024;Powys;1
28/02/2020;Wales;W11000031;Swansea Bay;0
28/02/2020;Wales;;Unknown;0
29/02/2020;England;E09000021;Kingston upon Thames;1
29/02/2020;England;E10000021;Northamptonshire;1
29/02/2020;England;E08000019;Sheffield;1
29/02/2020;Wales;W11000028;Aneurin Bevan;1
29/02/2020;Wales;W11000023;Betsi Cadwaladr;0
29/02/2020;Wales;W11000029;Cardiff and Vale;1
29/02/2020;Wales;W11000030;Cwm Taf;1
29/02/2020;Wales;W11000025;Hywel Dda;2
29/02/2020;Wales;;Outside Wales;0
29/02/2020;Wales;W11000024;Powys;1
29/02/2020;Wales;W11000031;Swansea Bay;0
29/02/2020;Wales;;Unknown;0
01/03/2020;England;E09000002;Barking and Dagenham;1
01/03/2020;England;E09000003;Barnet;2
01/03/2020;England;E08000025;Birmingham;1
01/03/2020;England;E08000001;Bolton;1
01/03/2020;England;E08000032;Bradford;1
01/03/2020;England;E09000006;Bromley;1
01/03/2020;England;E10000002;Buckinghamshire;1
01/03/2020;England;E08000002;Bury;3
01/03/2020;England;E09000009;Ealing;2
01/03/2020;England;E10000013;Gloucestershire;2
01/03/2020;England;E10000015;Hertfordshire;4
01/03/2020;England;E09000018;Hounslow;2
01/03/2020;England;E06000010;Kingston upon Hull, City of;1
01/03/2020;England;E10000017;Lancashire;2
01/03/2020;England;E08000035;Leeds;2
01/03/2020;England;E10000018;Leicestershire;2
01/03/2020;England;E09000024;Merton;1
01/03/2020;England;E08000019;Sheffield;2
01/03/2020;England;E08000007;Stockport;1
01/03/2020;England;E08000030;Walsall;1
01/03/2020;England;E09000032;Wandsworth;1
01/03/2020;England;E10000032;West Sussex;3
01/03/2020;England;E09000033;Westminster;1
01/03/2020;England;E06000054;Wiltshire;1
01/03/2020;England;E08000015;Wirral;1
01/03/2020;Wales;W11000028;Aneurin Bevan;1
01/03/2020;Wales;W11000023;Betsi Cadwaladr;0
01/03/2020;Wales;W11000029;Cardiff and Vale;2
01/03/2020;Wales;W11000030;Cwm Taf;1
01/03/2020;Wales;W11000025;Hywel Dda;2
01/03/2020;Wales;;Outside Wales;0
01/03/2020;Wales;W11000024;Powys;1
01/03/2020;Wales;W11000031;Swansea Bay;0
01/03/2020;Wales;;Unknown;0
02/03/2020;England;E08000016;Barnsley;2
02/03/2020;England;E08000025;Birmingham;2
02/03/2020;England;E09000007;Camden;2
02/03/2020;England;E06000050;Cheshire West and Chester;1
02/03/2020;England;E06000052;Cornwall and Isles of Scilly;1
02/03/2020;England;E10000007;Derbyshire;3
02/03/2020;England;E10000008;Devon;5
02/03/2020;England;E09000009;Ealing;3
02/03/2020;England;E09000017;Hillingdon;1
02/03/2020;England;E09000018;Hounslow;3
